Position,Goals,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides,Appearances
Midfielder,3,0.0,0.0,3.0,0.0,0.0,72.0,28.0,0.0,4.0,0.0,0.0,52.0,0.0,17.0,26.0,41.0,17.0,0.0,245.0,217.0,380.0,73.0,32.0,142.0,0.0,0.0,6,1096,13.7,12.0,117.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,34,14.0,80
Midfielder,2,0.0,1.0,1.0,0.0,0.0,33.0,9.0,1.0,0.0,0.0,0.0,52.0,0.0,10.0,29.0,28.0,8.0,0.0,119.0,123.0,134.0,12.0,26.0,33.0,0.0,1.0,1,925,28.03,3.0,36.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,24,0.0,33
Midfielder,2,0.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,3.0,1.0,0.0,38.0,17.0,29.0,3.0,6.0,5.0,0.0,0.0,0,255,28.33,1.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,0.0,9
Midfielder,10,1.0,8.0,1.0,0.0,0.0,99.0,25.0,0.0,7.0,0.0,0.0,91.0,0.0,38.0,80.0,93.0,45.0,0.0,510.0,349.0,520.0,84.0,94.0,147.0,0.0,0.0,6,3063,24.7,7.0,95.0,10.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,97,34.0,124
Midfielder,16,0.0,13.0,3.0,0.0,1.0,132.0,61.0,1.0,7.0,0.0,0.0,57.0,0.0,38.0,67.0,80.0,34.0,0.0,413.0,364.0,360.0,66.0,31.0,97.0,0.0,0.0,26,3469,28.67,41.0,711.0,16.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,40,14.0,121
Forward,53,24.0,6.0,23.0,2.0,1.0,534.0,172.0,12.0,49.0,0.0,0.0,103.0,0.0,107.0,74.0,323.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4726,20.37,28.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2,321,77.0,232
Forward,2,0.0,1.0,1.0,0.0,0.0,51.0,15.0,1.0,8.0,0.0,0.0,36.0,0.0,13.0,11.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,836,20.9,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,32,22.0,40
Forward,3,1.0,2.0,0.0,0.0,0.0,47.0,21.0,2.0,4.0,0.0,0.0,15.0,0.0,14.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,458,16.36,8.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,3.0,28
Forward,25,2.0,16.0,7.0,2.0,2.0,160.0,59.0,4.0,23.0,0.0,0.0,61.0,0.0,41.0,26.0,41.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1201,10.09,6.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,77,34.0,119
Forward,42,7.0,26.0,7.0,5.0,0.0,226.0,91.0,5.0,42.0,0.0,0.0,41.0,0.0,47.0,19.0,48.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1694,13.23,21.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,177,94.0,128
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1000,25.64,0.0,0.0,0.0,220.0,132.0,1.0,17.0,21.0,6.0,13.0,188.0,312.0,0,0,0,0.0,39
Defender,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,42.0,64.0,0.0,4.0,36.0,70.0,36.0,0.0,177.0,192.0,182.0,42.0,41.0,60.0,0.0,1.0,3,1178,29.45,3.0,136.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,52,11.0,40
Defender,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,52.0,98.0,0.0,7.0,48.0,96.0,35.0,0.0,253.0,228.0,219.0,67.0,39.0,38.0,0.0,2.0,4,1670,35.53,9.0,135.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,46,2.0,47
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,31.0,26.0,1.0,3.0,44.0,151.0,80.0,0.0,192.0,190.0,124.0,9.0,140.0,76.0,0.0,1.0,1,1634,46.69,6.0,52.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,22,3.0,35
Defender,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,52.0,126.0,0.0,0.0,93.0,215.0,117.0,0.0,246.0,324.0,191.0,30.0,129.0,77.0,0.0,1.0,3,1656,27.15,2.0,65.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,39,5.0,61
Defender,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,32.0,46.0,1.0,14.0,58.0,168.0,79.0,0.0,181.0,204.0,133.0,1.0,138.0,80.0,0.0,1.0,0,1340,35.26,1.0,3.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,37,1.0,38
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,0.0,0.0,10.0,28.0,7.0,0.0,37.0,35.0,21.0,3.0,14.0,10.0,0.0,0.0,0,291,32.33,0.0,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,1.0,9
Defender,18,10.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,107.0,405.0,703.0,24.0,39.0,618.0,2974.0,1075.0,10.0,1626.0,1842.0,928.0,35.0,783.0,495.0,6.0,6.0,9,14775,40.37,8.0,131.0,11.0,1830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,159,3.0,366
Midfielder,5,0.0,1.0,4.0,0.0,0.0,32.0,11.0,1.0,2.0,0.0,0.0,39.0,0.0,12.0,26.0,22.0,8.0,0.0,177.0,120.0,136.0,46.0,14.0,28.0,0.0,0.0,2,1047,32.72,5.0,158.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,27,1.0,32
Midfielder,5,0.0,4.0,1.0,0.0,0.0,44.0,11.0,1.0,5.0,0.0,0.0,47.0,0.0,10.0,34.0,44.0,23.0,0.0,165.0,105.0,148.0,19.0,26.0,36.0,0.0,0.0,3,1247,34.64,8.0,75.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,30,7.0,36
Midfielder,1,0.0,1.0,0.0,1.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,66.0,0.0,5.0,49.0,40.0,20.0,0.0,280.0,136.0,135.0,9.0,45.0,30.0,0.0,0.0,1,2062,52.87,6.0,205.0,1.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,32,1.0,39
Midfielder,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,6.0,6.0,2.0,0.0,45.0,31.0,38.0,4.0,6.0,9.0,0.0,0.0,0,244,17.43,1.0,18.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1.0,14
Midfielder,1,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,24.0,0.0,2.0,11.0,16.0,11.0,0.0,62.0,85.0,53.0,16.0,38.0,18.0,0.0,0.0,1,412,25.75,1.0,23.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,1.0,16
Midfielder,10,4.0,3.0,3.0,0.0,0.0,210.0,58.0,2.0,13.0,0.0,0.0,212.0,0.0,63.0,113.0,227.0,79.0,0.0,482.0,470.0,423.0,49.0,148.0,114.0,0.0,2.0,4,3881,23.24,2.0,67.0,11.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,135,7.0,167
Midfielder,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,7.0,2.0,1.0,0.0,15.0,34.0,51.0,13.0,8.0,16.0,0.0,0.0,2,149,9.31,1.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0.0,16
Forward,6,2.0,4.0,0.0,0.0,0.0,60.0,31.0,0.0,10.0,0.0,0.0,45.0,0.0,8.0,17.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,785,14.54,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,35,5.0,54
Forward,3,1.0,1.0,1.0,0.0,0.0,17.0,7.0,1.0,6.0,0.0,0.0,7.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,233,8.32,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,20,14.0,28
Forward,2,0.0,1.0,1.0,0.0,0.0,47.0,20.0,0.0,15.0,0.0,0.0,41.0,0.0,9.0,3.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,636,21.2,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,33,12.0,30
Forward,9,1.0,6.0,2.0,0.0,0.0,81.0,24.0,1.0,11.0,0.0,0.0,25.0,0.0,25.0,8.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,585,6.65,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,48,21.0,88
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,2325,24.22,0.0,0.0,0.0,628.0,314.0,1.0,59.0,90.0,24.0,28.0,310.0,786.0,3,0,1,0.0,96
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,520,23.64,0.0,0.0,0.0,117.0,63.0,1.0,5.0,6.0,4.0,12.0,44.0,168.0,0,0,0,0.0,22
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,2515,23.5,0.0,0.0,0.0,773.0,259.0,2.0,31.0,81.0,26.0,21.0,295.0,802.0,4,0,0,0.0,107
Defender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,57.0,74.0,0.0,5.0,62.0,273.0,155.0,0.0,208.0,280.0,150.0,14.0,169.0,82.0,0.0,1.0,0,1709,39.74,3.0,2.0,3.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,27,1.0,43
Defender,4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,136.0,123.0,3.0,4.0,136.0,396.0,204.0,0.0,513.0,381.0,324.0,37.0,185.0,183.0,0.0,1.0,4,3850,41.4,3.0,20.0,5.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,55,3.0,93
Defender,7,1.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,59.0,299.0,338.0,1.0,34.0,331.0,396.0,185.0,4.0,897.0,987.0,897.0,104.0,322.0,317.0,0.0,0.0,15,8783,38.02,29.0,817.0,9.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,211,10.0,231
Defender,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,105.0,113.0,2.0,3.0,154.0,390.0,186.0,2.0,327.0,351.0,239.0,4.0,217.0,125.0,1.0,3.0,2,2655,40.23,2.0,2.0,3.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,58,0.0,66
Defender,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,62.0,0.0,2.0,35.0,86.0,29.0,0.0,121.0,176.0,202.0,38.0,62.0,71.0,0.0,3.0,1,621,18.26,2.0,66.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,34,5.0,34
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,41.0,1.0,2.0,28.0,36.0,16.0,0.0,116.0,137.0,101.0,37.0,17.0,37.0,0.0,0.0,6,925,38.54,5.0,38.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,14,3.0,24
Midfielder,2,0.0,2.0,0.0,0.0,0.0,22.0,8.0,1.0,3.0,0.0,0.0,28.0,0.0,4.0,10.0,9.0,3.0,0.0,52.0,117.0,102.0,49.0,6.0,19.0,0.0,0.0,2,266,13.3,3.0,21.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,26,3.0,20
Midfielder,4,0.0,3.0,1.0,0.0,0.0,113.0,23.0,1.0,3.0,0.0,0.0,471.0,0.0,38.0,328.0,254.0,104.0,0.0,1118.0,1000.0,921.0,94.0,304.0,286.0,0.0,0.0,0,7889,43.11,12.0,20.0,9.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,0,253,5.0,183
Midfielder,22,0.0,18.0,4.0,4.0,6.0,249.0,102.0,5.0,15.0,0.0,0.0,262.0,0.0,71.0,188.0,249.0,134.0,0.0,914.0,613.0,874.0,49.0,182.0,303.0,0.0,0.0,22,6946,29.81,36.0,1110.0,17.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,193,5.0,233
Midfielder,8,0.0,6.0,2.0,0.0,0.0,79.0,32.0,0.0,4.0,0.0,0.0,61.0,0.0,23.0,23.0,34.0,13.0,0.0,189.0,184.0,241.0,51.0,31.0,52.0,0.0,0.0,5,1230,20.5,3.0,48.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,47,7.0,60
Midfielder,3,0.0,1.0,2.0,0.0,0.0,73.0,20.0,0.0,2.0,0.0,0.0,91.0,0.0,28.0,15.0,9.0,3.0,0.0,212.0,371.0,410.0,187.0,23.0,37.0,0.0,0.0,4,1328,18.97,9.0,101.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,77,5.0,70
Midfielder,25,1.0,20.0,3.0,0.0,0.0,382.0,129.0,14.0,15.0,0.0,0.0,253.0,0.0,108.0,113.0,74.0,22.0,0.0,901.0,924.0,1114.0,415.0,69.0,187.0,0.0,1.0,18,5788,27.83,37.0,525.0,27.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,155,48.0,208
Midfielder,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,248,22.55,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0.0,11
Forward,55,14.0,28.0,12.0,1.0,0.0,403.0,161.0,17.0,64.0,0.0,0.0,230.0,0.0,53.0,125.0,181.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4540,14.1,25.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,395,186.0,322
Forward,45,7.0,24.0,13.0,6.0,0.0,268.0,108.0,10.0,26.0,0.0,0.0,106.0,0.0,65.0,37.0,45.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1938,17.15,14.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,91,43.0,113
Forward,4,0.0,4.0,0.0,0.0,0.0,41.0,13.0,1.0,11.0,0.0,0.0,6.0,0.0,15.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,282,8.81,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,20,11.0,32
Forward,4,0.0,3.0,1.0,0.0,0.0,20.0,8.0,0.0,4.0,0.0,0.0,8.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,156,5.57,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,13,4.0,28
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,6702,25.58,0.0,0.0,0.0,1543.0,703.0,5.0,177.0,210.0,96.0,257.0,1234.0,1888.0,3,0,3,0.0,262
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,982,22.84,0.0,0.0,0.0,221.0,127.0,1.0,18.0,36.0,17.0,31.0,162.0,359.0,1,0,1,0.0,43
Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,6733,19.8,0.0,0.0,0.0,1800.0,941.0,7.0,269.0,391.0,249.0,180.0,1516.0,2806.0,7,0,6,0.0,340
Defender,8,5.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,60.0,158.0,226.0,2.0,27.0,183.0,976.0,462.0,4.0,824.0,556.0,442.0,26.0,282.0,266.0,2.0,1.0,4,10036,57.02,5.0,57.0,22.0,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,68,3.0,176
Defender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,81.0,122.0,3.0,5.0,102.0,384.0,193.0,0.0,430.0,379.0,305.0,18.0,199.0,159.0,1.0,1.0,1,4901,58.35,1.0,5.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,73,1.0,84
Defender,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,38.0,1.0,0.0,11.0,50.0,28.0,0.0,62.0,96.0,59.0,21.0,28.0,20.0,0.0,2.0,0,642,40.12,2.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,18,0.0,16
Defender,3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,53.0,162.0,1.0,10.0,85.0,149.0,93.0,0.0,285.0,394.0,328.0,62.0,130.0,108.0,1.0,1.0,9,2326,40.1,11.0,229.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,79,9.0,58
Defender,6,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,51.0,203.0,390.0,2.0,32.0,263.0,625.0,310.0,1.0,689.0,957.0,842.0,79.0,343.0,346.0,0.0,0.0,15,8593,42.75,20.0,587.0,5.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,162,4.0,201
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,17.0,0.0,1.0,11.0,29.0,21.0,1.0,27.0,45.0,32.0,6.0,18.0,11.0,0.0,1.0,0,201,33.5,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8,0.0,6
Defender,8,3.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,75.0,128.0,1.0,16.0,103.0,137.0,96.0,1.0,333.0,508.0,388.0,50.0,288.0,205.0,1.0,0.0,8,2970,38.57,11.0,108.0,4.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,63,6.0,77
Midfielder,2,1.0,1.0,0.0,0.0,0.0,32.0,6.0,1.0,1.0,0.0,0.0,88.0,0.0,8.0,73.0,64.0,24.0,0.0,394.0,230.0,237.0,51.0,33.0,33.0,0.0,0.0,2,4198,43.73,3.0,54.0,11.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,59,2.0,96
Midfielder,16,2.0,1.0,12.0,0.0,0.0,203.0,69.0,8.0,16.0,0.0,0.0,247.0,0.0,72.0,103.0,32.0,17.0,0.0,546.0,633.0,869.0,192.0,38.0,124.0,0.0,0.0,23,4019,25.93,28.0,374.0,36.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,213,28.0,155
Midfielder,10,4.0,5.0,1.0,0.0,0.0,114.0,27.0,2.0,6.0,0.0,0.0,286.0,0.0,32.0,257.0,530.0,316.0,0.0,729.0,822.0,703.0,53.0,418.0,305.0,0.0,6.0,8,9661,54.89,11.0,121.0,16.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,164,6.0,176
Midfielder,14,1.0,12.0,1.0,0.0,0.0,216.0,69.0,3.0,18.0,0.0,0.0,280.0,0.0,54.0,163.0,176.0,104.0,0.0,1273.0,1069.0,1390.0,386.0,240.0,332.0,0.0,1.0,24,8466,36.03,34.0,459.0,60.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2,276,24.0,235
Midfielder,2,0.0,1.0,1.0,0.0,0.0,29.0,11.0,1.0,9.0,0.0,0.0,29.0,0.0,6.0,22.0,48.0,19.0,0.0,156.0,113.0,177.0,36.0,24.0,45.0,0.0,0.0,6,846,20.63,6.0,79.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,17.0,41
Midfielder,50,9.0,31.0,10.0,2.0,0.0,319.0,128.0,7.0,37.0,0.0,0.0,237.0,0.0,82.0,127.0,99.0,57.0,0.0,750.0,817.0,1078.0,183.0,121.0,184.0,0.0,1.0,33,5517,35.14,44.0,76.0,67.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,178,31.0,157
Midfielder,2,0.0,1.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,14.0,8.0,3.0,0.0,83.0,102.0,72.0,40.0,8.0,9.0,0.0,0.0,2,672,29.22,1.0,13.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,15,0.0,23
Midfielder,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,9.0,2.0,0.0,1.0,0.0,0.0,0,39,5.57,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7
Midfielder,4,0.0,3.0,1.0,0.0,0.0,143.0,40.0,4.0,8.0,0.0,0.0,245.0,0.0,34.0,177.0,131.0,68.0,0.0,939.0,639.0,605.0,100.0,153.0,115.0,0.0,2.0,4,5860,52.79,4.0,89.0,20.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,149,2.0,111
Midfielder,0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,1.0,0.0,0.0,51.0,0.0,7.0,9.0,17.0,8.0,0.0,124.0,140.0,151.0,33.0,9.0,22.0,0.0,0.0,2,995,34.31,1.0,57.0,8.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,30,0.0,29
Forward,14,2.0,10.0,2.0,0.0,0.0,108.0,37.0,1.0,17.0,0.0,0.0,95.0,0.0,29.0,42.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1653,22.04,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,62,20.0,75
Forward,57,3.0,31.0,23.0,0.0,0.0,354.0,151.0,11.0,27.0,0.0,0.0,110.0,0.0,96.0,57.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3731,23.03,32.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,65,99.0,162
Forward,144,22.0,88.0,33.0,20.0,1.0,783.0,354.0,22.0,85.0,0.0,0.0,139.0,0.0,190.0,59.0,147.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,4408,20.79,38.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,208,160.0,212
Forward,3,0.0,3.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,265,16.56,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,0.0,16
Forward,42,4.0,5.0,32.0,0.0,3.0,435.0,161.0,16.0,21.0,0.0,0.0,220.0,0.0,113.0,240.0,295.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4663,31.94,32.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,86,30.0,146
Defender,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,154.0,332.0,3.0,20.0,307.0,496.0,243.0,3.0,715.0,757.0,640.0,127.0,239.0,260.0,1.0,1.0,9,6012,34.95,13.0,429.0,11.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,112,13.0,172
Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,32.0,1.0,2.0,26.0,115.0,63.0,1.0,59.0,95.0,50.0,5.0,46.0,22.0,0.0,1.0,0,776,33.74,0.0,3.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,22,2.0,23
